idx,home,away,league,season,score,odds,edge,won,llm_verdict,llm_confidence,llm_reason
18557,Frosinone,Empoli,I1,2023_2024,5,3.6,0.01050804170244568,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18561,Zaragoza,Oviedo,SP2,2324,5,3.1,0.0182378886508911,True,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
18580,Schalke 04,Elversberg,D2,2324,5,4.0,0.010283156076720257,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18588,Carlisle,Bristol Rvs,E2,2324,5,3.5,0.011696569885664088,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18591,Amiens,Grenoble,F2,2324,5,3.2,0.011599395856288608,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18600,Hull,Huddersfield,E1,2324,5,3.9,0.014653249558909898,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18610,Peterboro,Cambridge,E2,2324,4,4.33,0.011167614470478648,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
18620,Northampton,Burton,E2,2324,5,3.4,0.010632410544614224,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
18627,Cosenza,Reggiana,I2,2324,5,3.4,0.011485798494776378,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
18630,Modena,Sampdoria,I2,2324,5,3.25,0.010644742282655661,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
18633,Elche,Zaragoza,SP2,2324,5,3.4,0.011479057434939821,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18687,Inter,Frosinone,I1,2023_2024,4,8.0,0.012465304795523269,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18697,Burgos,Alcorcon,SP2,2324,5,3.25,0.014970352455040026,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18700,Rennes,Lyon,F1,2023_2024,5,4.2,0.010468560302801383,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
18712,Valladolid,Leganes,SP2,2324,5,3.1,0.015683498068524926,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18713,Zaragoza,Huesca,SP2,2324,5,3.1,0.011756926039558635,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18717,Amorebieta,Tenerife,SP2,2324,4,3.2,0.014839202582528521,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18721,Oviedo,Eibar,SP2,2324,4,3.0,0.011328668049163437,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18723,Ferrol,Burgos,SP2,2324,5,3.2,0.011308263633430682,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18747,Bari,Venezia,I2,2324,5,3.25,0.01327311185244412,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18774,Leicester,Watford,E1,2324,5,4.2,0.010607593280389765,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18779,Milan,Fiorentina,I1,2023_2024,5,3.5,0.010701918269497346,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
18816,Cheltenham,Oxford,E2,2324,4,3.9,0.013719950083586396,False,BET,0.83,Statistical edge and bookmaker disagreement favor draw odds
18819,Montpellier,Brest,F1,2023_2024,5,3.5,0.010211127223750893,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18822,Mirandes,Oviedo,SP2,2324,5,3.1,0.016425056757902345,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18828,Nantes,Le Havre,F1,2023_2024,5,3.5,0.010563101102811279,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18830,Lyon,Lille,F1,2023_2024,5,3.6,0.018488919835843776,False,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
18831,Empoli,Sassuolo,I1,2023_2024,5,3.7,0.012564762564762577,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18832,Cagliari,Monza,I1,2023_2024,4,3.4,0.011792470528203647,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18843,Kortrijk,Mechelen,B1,2324,5,3.6,0.011590450848762812,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18859,Verona,Lecce,I1,2023_2024,5,3.1,0.014011078527207566,True,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
18860,Bologna,Torino,I1,2023_2024,5,3.25,0.01213283752075095,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
18870,Sudtirol,Brescia,I2,2324,5,3.1,0.018445988487010956,True,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
18872,Port Vale,Derby,E2,2324,4,3.6,0.011236767151982352,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
18881,QPR,Stoke,E1,2324,5,3.4,0.013504236357216703,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18885,Southampton,Bristol City,E1,2324,5,4.5,0.014165773873599213,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18893,Oviedo,Espanol,SP2,2324,4,3.0,0.020001659790392257,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18894,St Pauli,Hamburg,D2,2324,5,4.0,0.010791860603890646,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18899,Palermo,Catanzaro,I2,2324,5,3.6,0.01102045540872637,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18908,Eldense,Tenerife,SP2,2324,5,3.1,0.01316088811799676,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18910,Zaragoza,Leganes,SP2,2324,4,3.0,0.015610559031611682,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18920,Laval,Grenoble,F2,2324,5,3.2,0.010632227632379754,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
18927,Farense,Guimaraes,P1,2324,5,3.6,0.01136594650705497,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18929,Nantes,Nice,F1,2023_2024,4,3.5,0.01104074407241834,False,BET,0.62,Statistical edge and bookmaker disagreement favor draw odds
18932,Genoa,Empoli,I1,2023_2024,5,3.6,0.013514257055887324,True,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
18933,Northampton,Portsmouth,E2,2324,4,3.6,0.0137014401720284,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18938,Waalwijk,Excelsior,N1,2324,5,4.0,0.010934310746340825,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18946,Eupen,Kortrijk,B1,2324,5,3.75,0.016780349686264073,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18948,Hull,Watford,E1,2324,5,3.6,0.017510339748222414,False,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
18971,Go Ahead Eagles,Twente,N1,2324,4,4.0,0.01612751494950443,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18974,Mechelen,St Truiden,B1,2324,5,3.5,0.010995379233374791,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18976,Genk,Gent,B1,2324,5,3.8,0.01105494459831008,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
18988,Brescia,Sampdoria,I2,2324,5,3.2,0.010921155823329809,False,BET,0.83,Statistical edge and bookmaker disagreement favor draw odds
19025,Dunkerque,Bastia,F2,2324,4,3.2,0.010446094570256748,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19029,Quevilly Rouen,Bordeaux,F2,2324,5,3.3,0.012027474856775522,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19030,St Etienne,Guingamp,F2,2324,5,3.2,0.012072998660614842,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19031,Troyes,Amiens,F2,2324,5,3.3,0.014140672739185511,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19039,Fulham,Nott'm Forest,E0,2023_2024,5,3.6,0.012991011072852443,False,BET,0.63,Statistical edge and bookmaker disagreement favor draw odds
19052,Everton,Newcastle,E0,2023_2024,4,3.5,0.010606934705606419,False,BET,0.63,Statistical edge and bookmaker disagreement favor draw odds
19053,Kortrijk,Westerlo,B1,2324,5,3.6,0.017654500686174857,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19054,Espanol,Zaragoza,SP2,2324,5,3.75,0.020179019296486245,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19068,Paris SG,Nantes,F1,2023_2024,4,7.5,0.01087030253696919,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19071,Blackburn,Leeds,E1,2324,5,4.33,0.01354341763069808,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19080,Inter,Udinese,I1,2023_2024,4,6.5,0.012465850095081055,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19094,St Mirren,Ross County,SC0,2324,5,3.3,0.012288732606832942,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19095,Catanzaro,Pisa,I2,2324,5,3.3,0.013069181415955589,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19103,Ascoli,Spezia,I2,2324,5,3.2,0.011423476545064204,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19109,Dortmund,RB Leipzig,D1,2023_2024,5,4.0,0.01457233376441408,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19119,Exeter,Port Vale,E2,2324,5,3.6,0.01593831616964464,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19120,Leyton Orient,Derby,E2,2324,5,3.5,0.011696569885664088,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19140,Metz,Brest,F1,2023_2024,4,3.4,0.0130408872700144,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19144,Barcelona,Girona,SP1,2023_2024,4,5.0,0.011164572076565266,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19151,Strasbourg,Le Havre,F1,2023_2024,5,3.4,0.015305755450156555,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19152,Mechelen,Club Brugge,B1,2324,4,4.33,0.012647890459821592,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19153,Kilmarnock,Celtic,SC0,2324,4,6.0,0.026442067893084537,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19155,Como,Modena,I2,2324,5,3.3,0.01023885534755098,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19158,Salernitana,Bologna,I1,2023_2024,4,3.4,0.012631229151879975,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19159,Monza,Genoa,I1,2023_2024,4,3.3,0.014158170651496549,False,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
19160,Frosinone,Torino,I1,2023_2024,5,3.4,0.01576351353416433,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19161,Everton,Chelsea,E0,2023_2024,5,3.7,0.011083338679672095,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19165,Parma,Palermo,I2,2324,4,3.5,0.010836077993873316,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19166,Reggiana,Brescia,I2,2324,5,3.2,0.010083616173716281,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19174,Leganes,Eldense,SP2,2324,5,3.4,0.011769114286082627,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19179,Portsmouth,Bolton,E2,2324,5,3.5,0.011527687998276248,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19181,Vallecano,Celta,SP1,2023_2024,5,3.4,0.012087021984578117,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19184,Cagliari,Sassuolo,I1,2023_2024,5,3.75,0.017541291234715817,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19193,Cardiff,Birmingham,E1,2324,5,3.8,0.01981851227552678,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19195,QPR,Plymouth,E1,2324,5,3.75,0.010489141893316511,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19199,Monaco,Lyon,F1,2023_2024,4,4.4,0.013766810900090298,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19202,Schalke 04,Greuther Furth,D2,2324,5,3.75,0.012174208396999675,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19204,Spezia,Bari,I2,2324,5,3.2,0.011845310081584126,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19205,Oviedo,Elche,SP2,2324,5,3.1,0.011633331922638601,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19210,RB Leipzig,Hoffenheim,D1,2023_2024,4,5.5,0.010090119524081814,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19215,Eldense,Santander,SP2,2324,5,3.25,0.010627355736051336,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19217,Cartagena,Burgos,SP2,2324,5,3.1,0.011334495079389106,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19219,Standard,Charleroi,B1,2324,5,3.6,0.01203031717737596,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19221,Millwall,Huddersfield,E1,2324,5,3.6,0.014875028544625302,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19242,Sp Gijon,Leganes,SP2,2324,5,3.1,0.011627033039713797,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19247,Utrecht,Waalwijk,N1,2324,4,4.33,0.011815086370198208,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19254,Venezia,Sudtirol,I2,2324,5,3.75,0.010219197007978686,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19258,Ipswich,Norwich,E1,2324,4,4.5,0.011472259212776142,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19272,Bristol City,Sunderland,E1,2324,5,3.6,0.016285031625734303,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19273,Reggiana,Sampdoria,I2,2324,5,3.2,0.011763723700597972,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19282,Rodez,Amiens,F2,2324,5,3.2,0.010392891133733095,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19291,Arsenal,Brighton,E0,2023_2024,4,5.0,0.014150887838105558,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19295,Ferrol,Tenerife,SP2,2324,4,3.0,0.011811366488727715,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19298,West Brom,Stoke,E1,2324,4,3.8,0.01811124188231139,True,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
19300,Milan,Monza,I1,2023_2024,4,4.33,0.01247720402674199,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19301,Sociedad,Betis,SP1,2023_2024,5,4.0,0.01100989653621226,True,BET,0.63,Statistical edge and bookmaker disagreement favor draw odds
19306,Amorebieta,Zaragoza,SP2,2324,5,3.1,0.015114734560391585,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19307,Fiorentina,Verona,I1,2023_2024,4,5.0,0.017057496243435194,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19313,Bologna,Roma,I1,2023_2024,5,3.1,0.01310033171482139,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19314,Marseille,Clermont,F1,2023_2024,4,5.0,0.012787428680036267,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19340,Angers,Guingamp,F2,2324,5,3.2,0.013865113355955305,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19341,Annecy,Rodez,F2,2324,5,3.3,0.016828682217365443,False,BET,0.83,Statistical edge and bookmaker disagreement favor draw odds
19354,Elche,Mirandes,SP2,2324,5,3.75,0.012212279010697935,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19364,Lyon,Nantes,F1,2023_2024,5,4.33,0.012929326911470806,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19374,Zaragoza,Levante,SP2,2324,5,3.25,0.015306292684554357,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19377,Eibar,Sp Gijon,SP2,2324,5,3.5,0.013292829619360236,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19381,Aberdeen,Livingston,SC0,2324,5,4.33,0.03043395199449303,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19385,Cadiz,Sociedad,SP1,2023_2024,4,3.5,0.01145996976417435,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19386,Mallorca,Osasuna,SP1,2023_2024,5,3.1,0.014106466764464975,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19391,Amorebieta,Alcorcon,SP2,2324,5,3.2,0.014216457023060736,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19394,Derby,Lincoln,E2,2324,5,4.33,0.014587483654763256,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19395,Crystal Palace,Brighton,E0,2023_2024,5,3.6,0.013487585565019444,True,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
19403,Empoli,Lazio,I1,2023_2024,4,3.5,0.010701918269497346,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19406,Inter,Lecce,I1,2023_2024,4,7.0,0.014299828611755216,False,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
19421,Sheffield Weds,Cardiff,E1,2324,5,3.4,0.013213037142763062,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19422,Stoke,Millwall,E1,2324,5,3.6,0.017176857716567795,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19428,Fulham,Burnley,E0,2023_2024,4,4.0,0.010393390656548485,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19433,Northampton,Oxford,E2,2324,5,3.6,0.01856322212359357,False,BET,0.83,Statistical edge and bookmaker disagreement favor draw odds
19439,Catanzaro,Brescia,I2,2324,5,3.25,0.014638637888789996,False,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
19440,Blackpool,Bristol Rvs,E2,2324,5,4.0,0.016008854883837964,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19447,Bari,Cosenza,I2,2324,4,3.3,0.019495500585600678,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19459,Reggiana,Catanzaro,I2,2324,5,3.2,0.010602245333122151,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19465,Club Brugge,St. Gilloise,B1,2324,4,3.5,0.010040258122099577,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19474,Sampdoria,Bari,I2,2324,5,3.3,0.015287020836950493,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19475,Burton,Blackpool,E2,2324,4,4.0,0.023271108130263007,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19476,Cheltenham,Shrewsbury,E2,2324,5,3.5,0.022912039882667268,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19482,Port Vale,Barnsley,E2,2324,4,3.5,0.012283605210514803,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19490,Brescia,Parma,I2,2324,4,3.25,0.011022562993889096,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19498,Lecco,Sudtirol,I2,2324,5,3.2,0.011593056597023532,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19500,Southampton,Swansea,E1,2324,5,5.0,0.014742681428620313,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19506,Standard,St Truiden,B1,2324,5,3.4,0.010857753537479475,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19510,Livingston,St Johnstone,SC0,2324,5,3.25,0.011038255395670549,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19517,Bristol Rvs,Charlton,E2,2324,5,3.8,0.011892443351452842,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19518,Burton,Shrewsbury,E2,2324,5,3.25,0.013290244928158279,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19533,Millwall,Norwich,E1,2324,5,3.5,0.0143526146324654,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19534,Ipswich,QPR,E1,2324,4,4.75,0.011733407844955385,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19543,Fleetwood Town,Bolton,E2,2324,4,4.0,0.010349431553205723,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19562,Udinese,Bologna,I1,2023_2024,4,3.25,0.013854425144747717,False,BET,0.7,Statistical edge and bookmaker disagreement favor draw odds
19566,Fulham,Arsenal,E0,2023_2024,4,4.5,0.014424156440605684,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19577,Bristol City,Millwall,E1,2324,5,3.4,0.011007603986731118,False,BET,0.63,Statistical edge and bookmaker disagreement favor draw odds
19584,Northampton,Cheltenham,E2,2324,5,3.6,0.01856322212359357,False,BET,0.83,Statistical edge and bookmaker disagreement favor draw odds
19589,Blackpool,Lincoln,E2,2324,5,4.0,0.011073151393987679,False,BET,0.83,Statistical edge and bookmaker disagreement favor draw odds
19595,Livingston,Hearts,SC0,2324,4,3.6,0.011668259750101162,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19596,Rangers,Kilmarnock,SC0,2324,4,7.0,0.01868033701524932,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19611,Boavista,Porto,P1,2324,4,5.25,0.02028902923239645,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19619,Lecce,Cagliari,I1,2023_2024,5,3.4,0.011789494254796862,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19620,Frosinone,Monza,I1,2023_2024,5,3.5,0.012881970970206325,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19631,Empoli,Milan,I1,2023_2024,4,4.2,0.016137094147798847,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19632,Moreirense,Casa Pia,P1,2324,5,3.5,0.013114091790562388,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19636,Marseille,Strasbourg,F1,2023_2024,5,4.2,0.01401450585989239,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19644,Tenerife,Elche,SP2,2324,5,3.2,0.016546973435983825,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19651,Pisa,Reggiana,I2,2324,5,3.25,0.01426999767118775,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19668,Troyes,Ajaccio,F2,2324,5,3.1,0.012922554195786418,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19669,Valenciennes,Amiens,F2,2324,5,3.1,0.015287649596014863,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19674,Oviedo,Amorebieta,SP2,2324,4,4.0,0.021304366131952357,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19687,Levante,Albacete,SP2,2324,5,3.4,0.01792507091362977,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19694,Cardiff,Leeds,E1,2324,4,4.2,0.01630526813008565,False,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
19697,Preston,Bristol City,E1,2324,5,3.25,0.012241003342226886,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19699,Verona,Empoli,I1,2023_2024,5,3.4,0.013248168075738087,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19708,Fiorentina,Udinese,I1,2023_2024,4,3.9,0.011074118312333292,True,BET,0.63,Statistical edge and bookmaker disagreement favor draw odds
19714,Vitesse,Utrecht,N1,2324,5,3.8,0.016397288370565255,True,BET,0.85,Statistical edge and bookmaker disagreement favor draw odds
19724,Sp Gijon,Huesca,SP2,2324,5,3.2,0.012574381459442507,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19729,Le Havre,Lyon,F1,2023_2024,5,3.4,0.012470842564369977,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19734,Cartagena,Villarreal B,SP2,2324,5,3.5,0.014664502164502213,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19741,Eldense,Zaragoza,SP2,2324,4,3.0,0.011363178060092738,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19755,Espanol,Villarreal B,SP2,2324,4,4.75,0.02662399241346608,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19756,Amorebieta,Eldense,SP2,2324,5,3.1,0.010901001112346986,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19758,Ferrol,Oviedo,SP2,2324,5,3.1,0.012638759619531925,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19759,Tenerife,Sp Gijon,SP2,2324,5,3.1,0.01645823117797446,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19774,Brescia,Sudtirol,I2,2324,5,3.1,0.011049314052651138,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19779,FeralpiSalo,Catanzaro,I2,2324,5,3.25,0.010620432194920815,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19785,Lincoln,Derby,E2,2324,4,3.75,0.011571173924115052,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19788,AZ Alkmaar,Zwolle,N1,2324,4,6.0,0.020097593807841152,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19797,Reggiana,Como,I2,2324,4,3.2,0.018654451027722896,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19801,QPR,Millwall,E1,2324,4,3.3,0.01395447803957256,False,BET,0.6,Statistical edge and bookmaker disagreement favor draw odds
19805,Udinese,Milan,I1,2023_2024,4,3.8,0.010134506758141315,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19808,Ternana,Cittadella,I2,2324,4,3.25,0.011709434665807872,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19810,Cosenza,Venezia,I2,2324,4,3.2,0.011771119957847909,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19813,Sheffield United,West Ham,E0,2023_2024,4,3.5,0.010033510592927453,True,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19818,Real Madrid,Almeria,SP1,2023_2024,4,10.0,0.010157872473972193,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19820,Osasuna,Getafe,SP1,2023_2024,5,3.2,0.012158144037617113,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19835,Oud-Heverlee Leuven,Anderlecht,B1,2324,4,4.2,0.014554187445753708,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19836,Ascoli,Bari,I2,2324,4,2.95,0.011493007683487655,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19841,Bournemouth,Liverpool,E0,2023_2024,4,4.5,0.01333187709334499,False,BET,0.65,Statistical edge and bookmaker disagreement favor draw odds
19846,Leganes,Burgos,SP2,2324,5,3.2,0.012659973028971483,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19856,Amiens,Annecy,F2,2324,5,3.3,0.010032697798655177,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19858,Bastia,Caen,F2,2324,5,3.2,0.01703794504732742,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19860,Concarneau,Troyes,F2,2324,5,3.4,0.013490151501963199,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19875,Kaiserslautern,Schalke 04,D2,2324,5,3.75,0.011100410201533795,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19876,Cagliari,Torino,I1,2023_2024,4,3.25,0.010028949545078547,False,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
19879,Catanzaro,Palermo,I2,2324,5,3.3,0.0169689498228639,True,BET,0.8,Statistical edge and bookmaker disagreement favor draw odds
